Report Number,Offense Parent Group,Offense,MCPP,Longitude,Latitude
2020-059306,ASSAULT OFFENSES,Simple Assault,CAPITOL HILL,-122.3238971,47.61133751
2020-059395,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,0,0
2020-059411,ASSAULT OFFENSES,Simple Assault,LAKECITY,-122.293642,47.72198669
2020-059541,ASSAULT OFFENSES,Aggravated Assault,DOWNTOWN COMMERCIAL,-122.3383483,47.60951744
2020-059552,ASSAULT OFFENSES,Aggravated Assault,NEW HOLLY,-122.2818729,47.53478968
2020-059563,ASSAULT OFFENSES,Intimidation,MORGAN,-122.3872023,47.54603416
2020-059578,ASSAULT OFFENSES,Intimidation,SLU/CASCADE,-122.3291654,47.62469961
2020-059618,ASSAULT OFFENSES,Aggravated Assault,SLU/CASCADE,0,0
2020-059630,ASSAULT OFFENSES,Simple Assault,ALASKA JUNCTION,-122.3800778,47.56166958
2020-059633,ASSAULT OFFENSES,Intimidation,UNIVERSITY,-122.3126004,47.6597883
2020-059639,ASSAULT OFFENSES,Simple Assault,MADRONA/LESCHI,0,0
2020-059692,ASSAULT OFFENSES,Aggravated Assault,PIONEER SQUARE,-122.3311241,47.60171758
2020-059712,ASSAULT OFFENSES,Simple Assault,CHINATOWN/INTERNATIONAL DISTRICT,-122.3289626,47.60087544
2020-059727,ASSAULT OFFENSES,Aggravated Assault,UNKNOWN,0,0
2020-059732,ASSAULT OFFENSES,Aggravated Assault,UNIVERSITY,-122.3178416,47.65601782
2020-059750,ASSAULT OFFENSES,Simple Assault,HIGHLAND PARK,-122.3551045,47.52287009
2020-059757,ASSAULT OFFENSES,Simple Assault,QUEEN ANNE,-122.3567145,47.62392989
2020-059759,ASSAULT OFFENSES,Aggravated Assault,BRIGHTON/DUNLAP,-122.2797549,47.53423142
2020-059767,ASSAULT OFFENSES,Simple Assault,SLU/CASCADE,0,0
2020-059767,ASSAULT OFFENSES,Intimidation,SLU/CASCADE,0,0
2020-059783,ASSAULT OFFENSES,Simple Assault,UNIVERSITY,-122.3143828,47.65758841
2020-059851,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,-122.3355865,47.60398224
2020-059861,ASSAULT OFFENSES,Aggravated Assault,CAPITOL HILL,-122.3207895,47.61465549
2020-059875,ASSAULT OFFENSES,Simple Assault,BELLTOWN,-122.3469547,47.61037824
2020-059887,ASSAULT OFFENSES,Simple Assault,CAPITOL HILL,0,0
2020-059894,ASSAULT OFFENSES,Simple Assault,PIONEER SQUARE,-122.3308075,47.60046424
2020-059972,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,-122.3382473,47.6102463
2020-060037,ASSAULT OFFENSES,Simple Assault,NORTHGATE,-122.323069,47.69632362
2020-060282,ASSAULT OFFENSES,Intimidation,NORTHGATE,0,0
2020-060328,ASSAULT OFFENSES,Simple Assault,SANDPOINT,-122.3068582,47.6907698
2020-060337,ASSAULT OFFENSES,Aggravated Assault,SLU/CASCADE,-122.3463112,47.61915025
2020-060344,ASSAULT OFFENSES,Aggravated Assault,FIRST HILL,-122.3295705,47.61250404
2020-060492,ASSAULT OFFENSES,Simple Assault,LAKECITY,-122.2979222,47.71837464
2020-060588,ASSAULT OFFENSES,Simple Assault,WALLINGFORD,-122.3301416,47.66384884
2020-060600,ASSAULT OFFENSES,Simple Assault,CENTRAL AREA/SQUIRE PARK,-122.3114448,47.61761352
2020-060625,ASSAULT OFFENSES,Aggravated Assault,DOWNTOWN COMMERCIAL,-122.3387015,47.61074295
2020-060641,ASSAULT OFFENSES,Intimidation,NORTH ADMIRAL,-122.3859341,47.57930773
2020-060699,ASSAULT OFFENSES,Simple Assault,NEW HOLLY,-122.2847933,47.54049085
2020-060701,ASSAULT OFFENSES,Simple Assault,UNIVERSITY,-122.3072316,47.66215428
2020-060713,ASSAULT OFFENSES,Aggravated Assault,ROXHILL/WESTWOOD/ARBOR HEIGHTS,-122.3787151,47.5082137
2020-060717,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,-122.3325972,47.61329593
2020-060733,ASSAULT OFFENSES,Intimidation,NORTHGATE,-122.3436956,47.72955825
2020-060823,ASSAULT OFFENSES,Simple Assault,ALASKA JUNCTION,-122.3854566,47.56197325
2020-060865,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,-122.3342811,47.60255533
2020-060885,ASSAULT OFFENSES,Intimidation,BELLTOWN,-122.3460832,47.61370749
2020-060921,ASSAULT OFFENSES,Aggravated Assault,CAPITOL HILL,-122.3146446,47.62368428
2020-060952,ASSAULT OFFENSES,Aggravated Assault,RAINIER VIEW,-122.2585015,47.51935648
2020-061017,ASSAULT OFFENSES,Intimidation,FIRST HILL,-122.3279159,47.60817662
2020-061061,ASSAULT OFFENSES,Simple Assault,FIRST HILL,-122.3174422,47.60351535
2020-061182,ASSAULT OFFENSES,Aggravated Assault,DOWNTOWN COMMERCIAL,-122.329191,47.60203767
2020-061196,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,-122.329191,47.60203767
2020-061271,ASSAULT OFFENSES,Simple Assault,EASTLAKE - WEST,-122.3271102,47.63898727
2020-061321,ASSAULT OFFENSES,Intimidation,CAPITOL HILL,-122.3227575,47.61405745
2020-061368,ASSAULT OFFENSES,Aggravated Assault,CHINATOWN/INTERNATIONAL DISTRICT,-122.3289663,47.59961646
2020-061372,ASSAULT OFFENSES,Aggravated Assault,QUEEN ANNE,-122.3761541,47.63965592
2020-061550,ASSAULT OFFENSES,Simple Assault,CAPITOL HILL,-122.3208637,47.61932364
2020-061681,ASSAULT OFFENSES,Simple Assault,FIRST HILL,-122.3223987,47.60801798
2020-061733,ASSAULT OFFENSES,Intimidation,NORTHGATE,-122.3340406,47.71138413
2020-061805,ASSAULT OFFENSES,Intimidation,CAPITOL HILL,-122.3208637,47.61932364
2020-061831,ASSAULT OFFENSES,Intimidation,UNIVERSITY,-122.3142619,47.66218831
2020-061884,ASSAULT OFFENSES,Intimidation,NORTH BEACON HILL,-122.307363,47.57699175
2020-061908,ASSAULT OFFENSES,Simple Assault,FIRST HILL,-122.3296707,47.61177482
2020-061963,ASSAULT OFFENSES,Aggravated Assault,SODO,-122.3290546,47.58293525
2020-061997,ASSAULT OFFENSES,Simple Assault,MORGAN,0,0
2020-062086,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,-122.3310822,47.60241242
2020-062100,ASSAULT OFFENSES,Intimidation,CAPITOL HILL,0,0
2020-062139,ASSAULT OFFENSES,Intimidation,UNIVERSITY,-122.3173956,47.66568688
2020-062201,ASSAULT OFFENSES,Simple Assault,QUEEN ANNE,-122.3432017,47.6322997
2020-062240,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,0,0
2020-062260,ASSAULT OFFENSES,Simple Assault,QUEEN ANNE,0,0
2020-062260,ASSAULT OFFENSES,Intimidation,QUEEN ANNE,0,0
2020-062304,ASSAULT OFFENSES,Aggravated Assault,DOWNTOWN COMMERCIAL,0,0
2020-062329,ASSAULT OFFENSES,Aggravated Assault,HIGH POINT,-122.3725245,47.54676422
2020-062338,ASSAULT OFFENSES,Aggravated Assault,BALLARD NORTH,-122.3767666,47.67864816
2020-062344,ASSAULT OFFENSES,Aggravated Assault,FIRST HILL,0,0
2020-062350,ASSAULT OFFENSES,Aggravated Assault,GREENWOOD,-122.345966,47.69871766
2020-062356,ASSAULT OFFENSES,Aggravated Assault,RAINIER VIEW,-122.2689853,47.49991148
2020-062361,ASSAULT OFFENSES,Simple Assault,SLU/CASCADE,-122.3469687,47.61856846
2020-062363,ASSAULT OFFENSES,Simple Assault,RAINIER BEACH,-122.2608015,47.51868764
2020-062392,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,-122.3377929,47.60974973
2020-062397,ASSAULT OFFENSES,Simple Assault,RAINIER VIEW,-122.2689853,47.49991148
2020-062401,ASSAULT OFFENSES,Simple Assault,BALLARD SOUTH,-122.3761039,47.66153291
2020-062577,ASSAULT OFFENSES,Simple Assault,PIONEER SQUARE,-122.3348537,47.60088454
2020-062654,ASSAULT OFFENSES,Intimidation,CAPITOL HILL,0,0
2020-062775,ASSAULT OFFENSES,Aggravated Assault,SODO,-122.3259723,47.58720059
2020-062828,ASSAULT OFFENSES,Simple Assault,CAPITOL HILL,-122.3219986,47.62370175
2020-062893,ASSAULT OFFENSES,Intimidation,RAINIER VIEW,-122.2523528,47.51068109
2020-062916,ASSAULT OFFENSES,Aggravated Assault,BALLARD SOUTH,-122.3762202,47.66504976
2020-063208,ASSAULT OFFENSES,Intimidation,DOWNTOWN COMMERCIAL,-122.3338081,47.61210339
2020-063250,ASSAULT OFFENSES,Simple Assault,ROOSEVELT/RAVENNA,0,0
2020-063313,ASSAULT OFFENSES,Simple Assault,MAGNOLIA,0,0
2020-063342,ASSAULT OFFENSES,Aggravated Assault,RAINIER VIEW,-122.2421911,47.50963607
2020-063353,ASSAULT OFFENSES,Intimidation,FREMONT,-122.3486364,47.66040459
2020-063404,ASSAULT OFFENSES,Simple Assault,NORTHGATE,-122.3430093,47.72867309
2020-063417,ASSAULT OFFENSES,Simple Assault,BALLARD NORTH,-122.3767833,47.6841481
2020-063425,ASSAULT OFFENSES,Aggravated Assault,CAPITOL HILL,-122.3209152,47.6225585
2020-063461,ASSAULT OFFENSES,Intimidation,DOWNTOWN COMMERCIAL,-122.3394586,47.60905306
2020-063522,ASSAULT OFFENSES,Intimidation,SLU/CASCADE,-122.3301747,47.6156818
2020-063532,ASSAULT OFFENSES,Aggravated Assault,GREENWOOD,-122.3646567,47.69064793
2020-063544,ASSAULT OFFENSES,Simple Assault,LAKECITY,-122.3066315,47.7229765
2020-063554,ASSAULT OFFENSES,Simple Assault,HIGHLAND PARK,-122.3436616,47.53195159
2020-063558,ASSAULT OFFENSES,Simple Assault,BRIGHTON/DUNLAP,-122.2717827,47.5303414
2020-063586,ASSAULT OFFENSES,Aggravated Assault,CAPITOL HILL,0,0
2020-063587,ASSAULT OFFENSES,Simple Assault,BELLTOWN,-122.3411023,47.61134853
2020-063588,ASSAULT OFFENSES,Intimidation,NORTHGATE,-122.3340406,47.71138413
2020-063627,ASSAULT OFFENSES,Aggravated Assault,MONTLAKE/PORTAGE BAY,-122.3179683,47.64872872
2020-063631,ASSAULT OFFENSES,Simple Assault,UNIVERSITY,-122.313149,47.66053224
2020-063640,ASSAULT OFFENSES,Simple Assault,ALASKA JUNCTION,-122.3867781,47.56110647
2020-063706,ASSAULT OFFENSES,Aggravated Assault,MAGNOLIA,-122.3859508,47.64383833
2020-063827,ASSAULT OFFENSES,Intimidation,CAPITOL HILL,-122.3208265,47.6169873
2020-063877,ASSAULT OFFENSES,Simple Assault,BRIGHTON/DUNLAP,0,0
2020-063902,ASSAULT OFFENSES,Aggravated Assault,DOWNTOWN COMMERCIAL,-122.3337075,47.6128322
2020-063936,ASSAULT OFFENSES,Simple Assault,QUEEN ANNE,0,0
2020-063938,ASSAULT OFFENSES,Intimidation,DOWNTOWN COMMERCIAL,-122.3306248,47.60359055
2020-063939,ASSAULT OFFENSES,Aggravated Assault,QUEEN ANNE,-122.3567246,47.62269258
2020-064236,ASSAULT OFFENSES,Intimidation,PIONEER SQUARE,-122.3332002,47.60088199
2020-064331,ASSAULT OFFENSES,Aggravated Assault,QUEEN ANNE,-122.3462451,47.63057253
2020-064333,ASSAULT OFFENSES,Intimidation,CAPITOL HILL,-122.3208265,47.6169873
2020-064371,ASSAULT OFFENSES,Intimidation,NORTH ADMIRAL,-122.3834842,47.5760268
2020-064408,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,-122.3375411,47.60779562
2020-064556,ASSAULT OFFENSES,Simple Assault,UNIVERSITY,-122.3165789,47.66129196
2020-064569,ASSAULT OFFENSES,Simple Assault,NORTH DELRIDGE,-122.3632826,47.56834747
2020-064663,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,-122.3373204,47.61132124
2020-064786,ASSAULT OFFENSES,Intimidation,CHINATOWN/INTERNATIONAL DISTRICT,-122.3270173,47.59835485
2020-064793,ASSAULT OFFENSES,Aggravated Assault,ROOSEVELT/RAVENNA,-122.3173883,47.67764787
2020-064865,ASSAULT OFFENSES,Aggravated Assault,CAPITOL HILL,-122.3187939,47.6140898
2020-064997,ASSAULT OFFENSES,Simple Assault,SLU/CASCADE,0,0
2020-065005,ASSAULT OFFENSES,Simple Assault,BELLTOWN,-122.3408925,47.61239802
2020-065082,ASSAULT OFFENSES,Intimidation,DOWNTOWN COMMERCIAL,-122.3352605,47.6036254
2020-065164,ASSAULT OFFENSES,Simple Assault,BALLARD SOUTH,-122.3847431,47.67054766
2020-065164,ASSAULT OFFENSES,Intimidation,BALLARD SOUTH,-122.3847431,47.67054766
2020-065207,ASSAULT OFFENSES,Simple Assault,BELLTOWN,-122.3408925,47.61239802
2020-065251,ASSAULT OFFENSES,Intimidation,BALLARD SOUTH,-122.3943229,47.67370609
2020-065318,ASSAULT OFFENSES,Intimidation,CENTRAL AREA/SQUIRE PARK,-122.3060919,47.61788219
2020-065452,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,-122.3368905,47.61044025
2020-065453,ASSAULT OFFENSES,Aggravated Assault,SODO,-122.3342014,47.57876934
2020-065469,ASSAULT OFFENSES,Intimidation,CAPITOL HILL,-122.3207714,47.61351951
2020-065517,ASSAULT OFFENSES,Aggravated Assault,FIRST HILL,-122.3302035,47.60919323
2020-065531,ASSAULT OFFENSES,Aggravated Assault,SODO,-122.3290546,47.58293525
2020-065684,ASSAULT OFFENSES,Intimidation,BELLTOWN,-122.3503095,47.61796543
2020-065803,ASSAULT OFFENSES,Simple Assault,ROOSEVELT/RAVENNA,-122.2972223,47.66124046
2020-065859,ASSAULT OFFENSES,Simple Assault,ROOSEVELT/RAVENNA,-122.3259634,47.68050646
2020-065892,ASSAULT OFFENSES,Simple Assault,PIONEER SQUARE,-122.3328752,47.60130116
2020-065955,ASSAULT OFFENSES,Simple Assault,NEW HOLLY,-122.2808421,47.53480811
2020-065958,ASSAULT OFFENSES,Intimidation,FIRST HILL,-122.3296707,47.61177482
2020-066001,ASSAULT OFFENSES,Simple Assault,FIRST HILL,-122.3135197,47.60168757
2020-066021,ASSAULT OFFENSES,Intimidation,HIGHLAND PARK,-122.3557095,47.53368182
2020-066042,ASSAULT OFFENSES,Simple Assault,PIONEER SQUARE,-122.3308075,47.60046424
2020-066060,ASSAULT OFFENSES,Aggravated Assault,CAPITOL HILL,-122.3143264,47.62053919
2020-066082,ASSAULT OFFENSES,Aggravated Assault,GEORGETOWN,-122.3200993,47.54571818
2020-066093,ASSAULT OFFENSES,Simple Assault,JUDKINS PARK/NORTH BEACON HILL,-122.3102589,47.59421411
2020-066111,ASSAULT OFFENSES,Aggravated Assault,DOWNTOWN COMMERCIAL,-122.3374414,47.60267489
2020-066189,ASSAULT OFFENSES,Aggravated Assault,CAPITOL HILL,-122.3203097,47.61295317
2020-066202,ASSAULT OFFENSES,Simple Assault,BELLTOWN,-122.349214,47.61497245
2020-066270,ASSAULT OFFENSES,Aggravated Assault,SLU/CASCADE,-122.3409034,47.61416338
2020-066308,ASSAULT OFFENSES,Simple Assault,MADRONA/LESCHI,-122.2989312,47.60086584
2020-066312,ASSAULT OFFENSES,Simple Assault,HIGHLAND PARK,-122.3604648,47.52738605
2020-066326,ASSAULT OFFENSES,Simple Assault,CAPITOL HILL,-122.3214643,47.61523069
2020-066372,ASSAULT OFFENSES,Simple Assault,CAPITOL HILL,-122.323273,47.61984292
2020-066374,ASSAULT OFFENSES,Aggravated Assault,CAPITOL HILL,-122.3181689,47.6158384
2020-066376,ASSAULT OFFENSES,Simple Assault,CAPITOL HILL,-122.3204074,47.61523808
2020-066445,ASSAULT OFFENSES,Aggravated Assault,NORTH DELRIDGE,-122.3596405,47.54471478
2020-066454,ASSAULT OFFENSES,Simple Assault,ROOSEVELT/RAVENNA,-122.3044171,47.67408364
2020-066513,ASSAULT OFFENSES,Simple Assault,QUEEN ANNE,-122.3573625,47.62458528
2020-066575,ASSAULT OFFENSES,Simple Assault,CENTRAL AREA/SQUIRE PARK,-122.3115478,47.60710905
2020-066575,ASSAULT OFFENSES,Intimidation,CENTRAL AREA/SQUIRE PARK,-122.3115478,47.60710905
2020-066623,ASSAULT OFFENSES,Simple Assault,MID BEACON HILL,-122.2904383,47.55176996
2020-066656,ASSAULT OFFENSES,Aggravated Assault,QUEEN ANNE,-122.3569193,47.63898917
2020-066663,ASSAULT OFFENSES,Intimidation,LAKECITY,-122.2940834,47.71485066
2020-066751,ASSAULT OFFENSES,Aggravated Assault,MILLER PARK,-122.3060708,47.61908417
2020-066771,ASSAULT OFFENSES,Intimidation,CHINATOWN/INTERNATIONAL DISTRICT,-122.3250637,47.59709367
2020-066812,ASSAULT OFFENSES,Simple Assault,BALLARD SOUTH,-122.3781529,47.66867106
2020-066822,ASSAULT OFFENSES,Simple Assault,UNIVERSITY,-122.313149,47.66053224
2020-066835,ASSAULT OFFENSES,Simple Assault,ALASKA JUNCTION,0,0
2020-066945,ASSAULT OFFENSES,Aggravated Assault,CHINATOWN/INTERNATIONAL DISTRICT,-122.3263605,47.59919276
2020-066981,ASSAULT OFFENSES,Simple Assault,LAKECITY,-122.292841,47.72379509
2020-067011,ASSAULT OFFENSES,Intimidation,BELLTOWN,-122.3450035,47.6136555
2020-067083,ASSAULT OFFENSES,Intimidation,DOWNTOWN COMMERCIAL,-122.334976,47.60241535
2020-067089,ASSAULT OFFENSES,Aggravated Assault,CHINATOWN/INTERNATIONAL DISTRICT,-122.3231078,47.59667115
2020-067161,ASSAULT OFFENSES,Aggravated Assault,BITTERLAKE,-122.3465861,47.72321498
2020-067166,ASSAULT OFFENSES,Intimidation,SOUTH BEACON HILL,-122.2865628,47.52138825
2020-067192,ASSAULT OFFENSES,Simple Assault,UNIVERSITY,-122.313088,47.66399625
2020-067293,ASSAULT OFFENSES,Simple Assault,SLU/CASCADE,0,0
2020-067425,ASSAULT OFFENSES,Intimidation,DOWNTOWN COMMERCIAL,-122.3305103,47.60188591
2020-067462,ASSAULT OFFENSES,Intimidation,HIGH POINT,-122.3764666,47.54377222
2020-067469,ASSAULT OFFENSES,Simple Assault,CAPITOL HILL,-122.3208637,47.61932364
2020-067533,ASSAULT OFFENSES,Simple Assault,CAPITOL HILL,-122.3174884,47.6140991
2020-067585,ASSAULT OFFENSES,Simple Assault,MID BEACON HILL,-122.2993578,47.5536487
2020-067666,ASSAULT OFFENSES,Simple Assault,PIONEER SQUARE,0,0
2020-067692,ASSAULT OFFENSES,Simple Assault,CHINATOWN/INTERNATIONAL DISTRICT,-122.3247343,47.59751236
2020-067711,ASSAULT OFFENSES,Simple Assault,FIRST HILL,-122.3194144,47.60570516
2020-067718,ASSAULT OFFENSES,Simple Assault,UNIVERSITY,-122.3206492,47.67456986
2020-067727,ASSAULT OFFENSES,Aggravated Assault,MAGNOLIA,-122.3892004,47.65283803
2020-067787,ASSAULT OFFENSES,Intimidation,FREMONT,-122.3473295,47.65719937
2020-067803,ASSAULT OFFENSES,Simple Assault,HIGHLAND PARK,-122.3604846,47.52399519
2020-067925,ASSAULT OFFENSES,Intimidation,CAPITOL HILL,0,0
2020-067942,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,-122.3391205,47.61120103
2020-067998,ASSAULT OFFENSES,Simple Assault,HIGH POINT,-122.3663238,47.53370529
2020-068038,ASSAULT OFFENSES,Simple Assault,CHINATOWN/INTERNATIONAL DISTRICT,-122.3276806,47.59665538
2020-068040,ASSAULT OFFENSES,Simple Assault,FIRST HILL,-122.3297765,47.60937181
2020-068113,ASSAULT OFFENSES,Simple Assault,FIRST HILL,-122.3194144,47.60570516
2020-068154,ASSAULT OFFENSES,Aggravated Assault,NORTHGATE,-122.3253824,47.70315772
2020-068182,ASSAULT OFFENSES,Intimidation,QUEEN ANNE,-122.3632353,47.62523317
2020-068201,ASSAULT OFFENSES,Simple Assault,SLU/CASCADE,0,0
2020-068230,ASSAULT OFFENSES,Intimidation,CLAREMONT/RAINIER VISTA,-122.2920163,47.56618103
2020-068244,ASSAULT OFFENSES,Intimidation,ROOSEVELT/RAVENNA,-122.30388,47.67851586
2020-068337,ASSAULT OFFENSES,Intimidation,BELLTOWN,-122.3541534,47.61788948
2020-068343,ASSAULT OFFENSES,Aggravated Assault,DOWNTOWN COMMERCIAL,-122.3373388,47.60925299
2020-068445,ASSAULT OFFENSES,Simple Assault,CAPITOL HILL,-122.3278538,47.61903867
2020-068507,ASSAULT OFFENSES,Simple Assault,ROOSEVELT/RAVENNA,-122.3002224,47.68304752
2020-068571,ASSAULT OFFENSES,Simple Assault,BITTERLAKE,-122.3449468,47.72048199
2020-068593,ASSAULT OFFENSES,Intimidation,SODO,-122.333267,47.58189673
2020-068662,ASSAULT OFFENSES,Simple Assault,NORTHGATE,-122.331085,47.69277925
2020-068710,ASSAULT OFFENSES,Simple Assault,FREMONT,-122.3650898,47.66146174
2020-068710,ASSAULT OFFENSES,Intimidation,FREMONT,-122.3650898,47.66146174
2020-068738,ASSAULT OFFENSES,Simple Assault,BITTERLAKE,-122.3477905,47.73322159
2020-068751,ASSAULT OFFENSES,Aggravated Assault,HIGHLAND PARK,-122.3360281,47.52042665
2020-068755,ASSAULT OFFENSES,Aggravated Assault,DOWNTOWN COMMERCIAL,0,0
2020-068796,ASSAULT OFFENSES,Simple Assault,RAINIER BEACH,-122.2699879,47.52281565
2020-068890,ASSAULT OFFENSES,Intimidation,QUEEN ANNE,-122.3567246,47.62269258
2020-069041,ASSAULT OFFENSES,Simple Assault,JUDKINS PARK/NORTH BEACON HILL,-122.3149285,47.6016902
2020-069053,ASSAULT OFFENSES,Aggravated Assault,CENTRAL AREA/SQUIRE PARK,-122.3027554,47.61080622
2020-069216,ASSAULT OFFENSES,Intimidation,ROXHILL/WESTWOOD/ARBOR HEIGHTS,-122.3645009,47.53370044
2020-069234,ASSAULT OFFENSES,Simple Assault,FIRST HILL,-122.3234439,47.60412808
2020-069309,ASSAULT OFFENSES,Simple Assault,NORTHGATE,-122.3439893,47.73280279
2020-069392,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,-122.3349184,47.61163943
2020-069464,ASSAULT OFFENSES,Intimidation,BITTERLAKE,-122.3555014,47.71143694
2020-069485,ASSAULT OFFENSES,Aggravated Assault,SANDPOINT,-122.2622281,47.67889074
2020-069516,ASSAULT OFFENSES,Simple Assault,BALLARD NORTH,-122.3748185,47.69519824
2020-069642,ASSAULT OFFENSES,Intimidation,CAPITOL HILL,-122.3162014,47.6152684
2020-069645,ASSAULT OFFENSES,Simple Assault,CENTRAL AREA/SQUIRE PARK,-122.3017173,47.60166611
2020-069706,ASSAULT OFFENSES,Simple Assault,CAPITOL HILL,-122.3219065,47.61167652
2020-069717,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,-122.3310822,47.60241242
2020-069717,ASSAULT OFFENSES,Intimidation,DOWNTOWN COMMERCIAL,-122.3310822,47.60241242
2020-069723,ASSAULT OFFENSES,Simple Assault,GREENWOOD,-122.348712,47.70361477
2020-069800,ASSAULT OFFENSES,Aggravated Assault,BITTERLAKE,-122.3454135,47.70803772
2020-069816,ASSAULT OFFENSES,Aggravated Assault,ROOSEVELT/RAVENNA,-122.2953265,47.68304813
2020-069876,ASSAULT OFFENSES,Intimidation,DOWNTOWN COMMERCIAL,-122.3381467,47.61097516
2020-069940,ASSAULT OFFENSES,Aggravated Assault,GREENWOOD,-122.3446941,47.70505121
2020-069987,ASSAULT OFFENSES,Simple Assault,SLU/CASCADE,0,0
2020-070002,ASSAULT OFFENSES,Intimidation,BELLTOWN,-122.3402422,47.61201358
2020-070012,ASSAULT OFFENSES,Simple Assault,SLU/CASCADE,-122.3439344,47.61536891
2020-070042,ASSAULT OFFENSES,Simple Assault,NORTH DELRIDGE,-122.3561006,47.54099776
2020-070048,ASSAULT OFFENSES,Aggravated Assault,BALLARD SOUTH,-122.3805052,47.66944627
2020-070049,ASSAULT OFFENSES,Simple Assault,PIONEER SQUARE,-122.3303027,47.60046402
2020-070171,ASSAULT OFFENSES,Intimidation,MADRONA/LESCHI,-122.3016853,47.59928482
2020-070183,ASSAULT OFFENSES,Intimidation,MADRONA/LESCHI,-122.291297,47.60194923
2020-070256,ASSAULT OFFENSES,Intimidation,HILLMAN CITY,-122.2820948,47.54600376
2020-070281,ASSAULT OFFENSES,Intimidation,GREENWOOD,-122.351252,47.7005437
2020-070292,ASSAULT OFFENSES,Simple Assault,SLU/CASCADE,-122.3484685,47.61746323
2020-070292,ASSAULT OFFENSES,Intimidation,SLU/CASCADE,-122.3484685,47.61746323
2020-070319,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,-122.3296454,47.60251994
2020-070344,ASSAULT OFFENSES,Intimidation,UNIVERSITY,-122.3027807,47.66573331
2020-070360,ASSAULT OFFENSES,Aggravated Assault,NORTH BEACON HILL,-122.3016639,47.58295413
2020-070397,ASSAULT OFFENSES,Intimidation,SOUTH PARK,-122.3269069,47.52562736
2020-070419,ASSAULT OFFENSES,Intimidation,BALLARD SOUTH,-122.3969959,47.67165703
2020-070427,ASSAULT OFFENSES,Simple Assault,GEORGETOWN,-122.3347922,47.5491906
2020-070436,ASSAULT OFFENSES,Simple Assault,BALLARD SOUTH,-122.3805052,47.66944627
2020-070570,ASSAULT OFFENSES,Simple Assault,PIONEER SQUARE,-122.3302648,47.60171616
2020-070658,ASSAULT OFFENSES,Intimidation,NORTHGATE,-122.3108399,47.69305964
2020-070684,ASSAULT OFFENSES,Simple Assault,MONTLAKE/PORTAGE BAY,-122.3217105,47.65101561
2020-070687,ASSAULT OFFENSES,Intimidation,NORTHGATE,-122.3208471,47.72190694
2020-070758,ASSAULT OFFENSES,Simple Assault,ROOSEVELT/RAVENNA,-122.3150035,47.67580944
2020-070795,ASSAULT OFFENSES,Intimidation,FIRST HILL,-122.3226632,47.60494782
2020-070800,ASSAULT OFFENSES,Simple Assault,COLUMBIA CITY,-122.2853849,47.55704307
2020-070900,ASSAULT OFFENSES,Simple Assault,QUEEN ANNE,-122.361267,47.6258506
