Report Number,Offense Parent Group,Offense,MCPP,Longitude,Latitude
2020-215553,ASSAULT OFFENSES,Intimidation,DOWNTOWN COMMERCIAL,-122.3394586,47.60905306
2020-215561,ASSAULT OFFENSES,Simple Assault,FIRST HILL,-122.3194067,47.60289604
2020-215563,ASSAULT OFFENSES,Aggravated Assault,UNKNOWN,-122.3207804,47.61407567
2020-215607,ASSAULT OFFENSES,Aggravated Assault,CHINATOWN/INTERNATIONAL DISTRICT,-122.3276806,47.59665538
2020-215720,ASSAULT OFFENSES,Aggravated Assault,BALLARD SOUTH,-122.3686136,47.66219644
2020-215735,ASSAULT OFFENSES,Intimidation,SLU/CASCADE,-122.345841,47.61856414
2020-215770,ASSAULT OFFENSES,Intimidation,HIGHLAND PARK,-122.3442046,47.52736621
2020-215807,ASSAULT OFFENSES,Intimidation,PIONEER SQUARE,0,0
2020-215808,ASSAULT OFFENSES,Intimidation,ROOSEVELT/RAVENNA,-122.3039236,47.68031972
2020-215824,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,-122.3395594,47.60832457
2020-215896,ASSAULT OFFENSES,Simple Assault,SANDPOINT,-122.2622281,47.67889074
2020-215899,ASSAULT OFFENSES,Intimidation,BALLARD SOUTH,-122.3707679,47.66256398
2020-215988,ASSAULT OFFENSES,Aggravated Assault,ROOSEVELT/RAVENNA,-122.3431709,47.68982741
2020-216039,ASSAULT OFFENSES,Simple Assault,PIONEER SQUARE,-122.3311241,47.60171758
2020-216055,ASSAULT OFFENSES,Simple Assault,CAPITOL HILL,0,0
2020-216069,ASSAULT OFFENSES,Simple Assault,BITTERLAKE,-122.3491308,47.73231422
2020-216071,ASSAULT OFFENSES,Simple Assault,UNIVERSITY,-122.3173956,47.66568688
2020-216111,ASSAULT OFFENSES,Simple Assault,SANDPOINT,-122.2731157,47.6954703
2020-216151,ASSAULT OFFENSES,Aggravated Assault,CAPITOL HILL,-122.3208637,47.61932364
2020-216182,ASSAULT OFFENSES,Aggravated Assault,DOWNTOWN COMMERCIAL,-122.333562,47.60680129
2020-216239,ASSAULT OFFENSES,Aggravated Assault,SOUTH DELRIDGE,-122.3551548,47.51827803
2020-216242,ASSAULT OFFENSES,Intimidation,ROOSEVELT/RAVENNA,-122.3174641,47.68189427
2020-216257,ASSAULT OFFENSES,Simple Assault,CAPITOL HILL,-122.3181783,47.61642241
2020-216280,ASSAULT OFFENSES,Simple Assault,BELLTOWN,0,0
2020-216285,ASSAULT OFFENSES,Simple Assault,UNIVERSITY,-122.313088,47.66399625
2020-216306,ASSAULT OFFENSES,Aggravated Assault,EASTLAKE - EAST,-122.3270999,47.62832451
2020-216405,ASSAULT OFFENSES,Aggravated Assault,CAPITOL HILL,-122.3209333,47.62369897
2020-216455,ASSAULT OFFENSES,Aggravated Assault,BALLARD SOUTH,-122.3888607,47.66867356
2020-216519,ASSAULT OFFENSES,Simple Assault,BELLTOWN,-122.3428432,47.61355147
2020-216566,ASSAULT OFFENSES,Intimidation,CAPITOL HILL,-122.3139102,47.61995898
2020-216592,ASSAULT OFFENSES,Simple Assault,HIGH POINT,-122.3663238,47.53370529
2020-216643,ASSAULT OFFENSES,Simple Assault,CHINATOWN/INTERNATIONAL DISTRICT,-122.3270138,47.59919385
2020-216671,ASSAULT OFFENSES,Intimidation,BELLTOWN,0,0
2020-216769,ASSAULT OFFENSES,Aggravated Assault,CENTRAL AREA/SQUIRE PARK,-122.3081258,47.616434
2020-216769,ASSAULT OFFENSES,Simple Assault,CENTRAL AREA/SQUIRE PARK,-122.3081258,47.616434
2020-216770,ASSAULT OFFENSES,Intimidation,SANDPOINT,0,0
2020-216788,ASSAULT OFFENSES,Simple Assault,CAPITOL HILL,-122.3209152,47.6225585
2020-216848,ASSAULT OFFENSES,Simple Assault,QUEEN ANNE,-122.3580199,47.62393445
2020-216892,ASSAULT OFFENSES,Aggravated Assault,BRIGHTON/DUNLAP,-122.2759654,47.5406801
2020-216921,ASSAULT OFFENSES,Aggravated Assault,SOUTH PARK,0,0
2020-216979,ASSAULT OFFENSES,Simple Assault,BALLARD NORTH,-122.3789562,47.69151307
2020-216982,ASSAULT OFFENSES,Simple Assault,CENTRAL AREA/SQUIRE PARK,-122.3074037,47.61716876
2020-216985,ASSAULT OFFENSES,Aggravated Assault,NEW HOLLY,-122.2861828,47.53976527
2020-216997,ASSAULT OFFENSES,Aggravated Assault,HIGHLAND PARK,-122.3604743,47.52559092
2020-217090,ASSAULT OFFENSES,Intimidation,ROXHILL/WESTWOOD/ARBOR HEIGHTS,-122.3879728,47.51378738
2020-217107,ASSAULT OFFENSES,Aggravated Assault,SLU/CASCADE,-122.3361655,47.61605329
2020-217126,ASSAULT OFFENSES,Simple Assault,COLUMBIA CITY,-122.2875865,47.55344408
2020-217127,ASSAULT OFFENSES,Intimidation,BITTERLAKE,-122.3501601,47.70960795
2020-217148,ASSAULT OFFENSES,Aggravated Assault,CAPITOL HILL,-122.3209152,47.6225585
2020-217172,ASSAULT OFFENSES,Aggravated Assault,CLAREMONT/RAINIER VISTA,-122.2891777,47.56557819
2020-217182,ASSAULT OFFENSES,Intimidation,RAINIER VIEW,-122.2674516,47.50702207
2020-217193,ASSAULT OFFENSES,Intimidation,DOWNTOWN COMMERCIAL,-122.3394586,47.60905306
2020-217195,ASSAULT OFFENSES,Simple Assault,NORTH DELRIDGE,-122.3629755,47.55281977
2020-217245,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,-122.3310822,47.60241242
2020-217292,ASSAULT OFFENSES,Simple Assault,CAPITOL HILL,0,0
2020-217369,ASSAULT OFFENSES,Simple Assault,SLU/CASCADE,0,0
2020-217374,ASSAULT OFFENSES,Simple Assault,ROOSEVELT/RAVENNA,-122.3174641,47.68189427
2020-217432,ASSAULT OFFENSES,Simple Assault,BRIGHTON/DUNLAP,-122.2806324,47.53438955
2020-217435,ASSAULT OFFENSES,Intimidation,BITTERLAKE,-122.3541557,47.70961828
2020-217453,ASSAULT OFFENSES,Aggravated Assault,DOWNTOWN COMMERCIAL,-122.3310822,47.60241242
2020-217465,ASSAULT OFFENSES,Intimidation,RAINIER VIEW,-122.2476035,47.49972507
2020-217487,ASSAULT OFFENSES,Simple Assault,SANDPOINT,-122.2641901,47.68612014
2020-217495,ASSAULT OFFENSES,Intimidation,NORTH BEACON HILL,-122.313397,47.58003408
2020-217497,ASSAULT OFFENSES,Simple Assault,SANDPOINT,-122.2622281,47.67889074
2020-217527,ASSAULT OFFENSES,Aggravated Assault,MAGNOLIA,-122.3861688,47.63736173
2020-217585,ASSAULT OFFENSES,Intimidation,UNIVERSITY,-122.3119516,47.66398823
2020-217626,ASSAULT OFFENSES,Intimidation,BRIGHTON/DUNLAP,-122.2699891,47.53210395
2020-217649,ASSAULT OFFENSES,Simple Assault,UNIVERSITY,-122.3166652,47.6579168
2020-217670,ASSAULT OFFENSES,Aggravated Assault,MAGNOLIA,-122.3875937,47.63699761
2020-217670,ASSAULT OFFENSES,Simple Assault,MAGNOLIA,-122.3875937,47.63699761
2020-217689,ASSAULT OFFENSES,Intimidation,UNIVERSITY,-122.3072316,47.66215428
2020-217728,ASSAULT OFFENSES,Simple Assault,JUDKINS PARK/NORTH BEACON HILL,-122.30962,47.59923539
2020-217753,ASSAULT OFFENSES,Simple Assault,NEW HOLLY,-122.2861828,47.53976527
2020-217916,ASSAULT OFFENSES,Aggravated Assault,DOWNTOWN COMMERCIAL,-122.331964,47.60253739
2020-217975,ASSAULT OFFENSES,Simple Assault,CENTRAL AREA/SQUIRE PARK,-122.3063282,47.60666957
2020-218017,ASSAULT OFFENSES,Intimidation,BRIGHTON/DUNLAP,-122.2806324,47.53438955
2020-218028,ASSAULT OFFENSES,Intimidation,CAPITOL HILL,-122.321285,47.61094965
2020-218030,ASSAULT OFFENSES,Simple Assault,BALLARD SOUTH,-122.3847431,47.67054766
2020-218032,ASSAULT OFFENSES,Simple Assault,NORTH DELRIDGE,-122.3629755,47.55281977
2020-218052,ASSAULT OFFENSES,Simple Assault,QUEEN ANNE,-122.3422998,47.63015301
2020-218076,ASSAULT OFFENSES,Intimidation,DOWNTOWN COMMERCIAL,-122.3383483,47.60951744
2020-218132,ASSAULT OFFENSES,Intimidation,CAPITOL HILL,-122.3278538,47.61903867
2020-218176,ASSAULT OFFENSES,Aggravated Assault,UNKNOWN,-122.2952747,47.56262374
2020-218223,ASSAULT OFFENSES,Aggravated Assault,FIRST HILL,-122.3273595,47.61343735
2020-218244,ASSAULT OFFENSES,Simple Assault,UNKNOWN,-122.3804363,47.66523531
2020-218295,ASSAULT OFFENSES,Aggravated Assault,BRIGHTON/DUNLAP,-122.2699889,47.5344786
2020-218299,ASSAULT OFFENSES,Simple Assault,MONTLAKE/PORTAGE BAY,-122.319003,47.6431957
2020-218320,ASSAULT OFFENSES,Aggravated Assault,CLAREMONT/RAINIER VISTA,-122.2968552,47.57480913
2020-218320,ASSAULT OFFENSES,Simple Assault,CLAREMONT/RAINIER VISTA,-122.2968552,47.57480913
2020-218349,ASSAULT OFFENSES,Simple Assault,SANDPOINT,0,0
2020-218412,ASSAULT OFFENSES,Intimidation,CAPITOL HILL,-122.3139102,47.61995898
2020-218420,ASSAULT OFFENSES,Intimidation,CENTRAL AREA/SQUIRE PARK,-122.2962388,47.60950866
2020-218424,ASSAULT OFFENSES,Aggravated Assault,RAINIER BEACH,-122.2649126,47.5267343
2020-218427,ASSAULT OFFENSES,Simple Assault,BALLARD SOUTH,-122.3762197,47.66537713
2020-218435,ASSAULT OFFENSES,Aggravated Assault,SLU/CASCADE,-122.330349,47.61788922
2020-218469,ASSAULT OFFENSES,Aggravated Assault,UNIVERSITY,-122.3072316,47.66215428
2020-218541,ASSAULT OFFENSES,Intimidation,ROOSEVELT/RAVENNA,-122.2996131,47.68018747
2020-218571,ASSAULT OFFENSES,Simple Assault,NORTH BEACON HILL,-122.2991587,47.57967225
2020-218594,ASSAULT OFFENSES,Simple Assault,SOUTH PARK,-122.3149463,47.52431706
2020-218596,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,-122.3310822,47.60241242
2020-218610,ASSAULT OFFENSES,Intimidation,BALLARD SOUTH,-122.3847431,47.67054766
2020-218648,ASSAULT OFFENSES,Intimidation,CAPITOL HILL,-122.3278538,47.61903867
2020-218664,ASSAULT OFFENSES,Intimidation,FIRST HILL,-122.3307357,47.61042056
2020-218678,ASSAULT OFFENSES,Simple Assault,SLU/CASCADE,-122.3337941,47.61522435
2020-218738,ASSAULT OFFENSES,Simple Assault,HIGH POINT,-122.3764666,47.54377222
2020-218754,ASSAULT OFFENSES,Simple Assault,CENTRAL AREA/SQUIRE PARK,-122.3088388,47.61702306
2020-218816,ASSAULT OFFENSES,Intimidation,MAGNOLIA,-122.3846674,47.64938933
2020-218855,ASSAULT OFFENSES,Intimidation,BITTERLAKE,-122.3448961,47.71717447
2020-218865,ASSAULT OFFENSES,Intimidation,GREENWOOD,0,0
2020-218884,ASSAULT OFFENSES,Intimidation,DOWNTOWN COMMERCIAL,-122.3375411,47.60779562
2020-218901,ASSAULT OFFENSES,Aggravated Assault,UNIVERSITY,-122.3142241,47.66400406
2020-218905,ASSAULT OFFENSES,Simple Assault,SLU/CASCADE,-122.3291534,47.61823776
2020-218920,ASSAULT OFFENSES,Intimidation,DOWNTOWN COMMERCIAL,-122.3394586,47.60905306
2020-218968,ASSAULT OFFENSES,Intimidation,SLU/CASCADE,-122.3418871,47.61854842
2020-218970,ASSAULT OFFENSES,Intimidation,SANDPOINT,-122.2701139,47.68212215
2020-218976,ASSAULT OFFENSES,Intimidation,FIRST HILL,-122.3273595,47.61343735
2020-219004,ASSAULT OFFENSES,Intimidation,DOWNTOWN COMMERCIAL,-122.3317354,47.60312654
2020-219024,ASSAULT OFFENSES,Simple Assault,CLAREMONT/RAINIER VISTA,-122.2944324,47.56230267
2020-219049,ASSAULT OFFENSES,Aggravated Assault,QUEEN ANNE,-122.3761419,47.63718996
2020-219065,ASSAULT OFFENSES,Simple Assault,CAPITOL HILL,-122.3181689,47.6158384
2020-219071,ASSAULT OFFENSES,Simple Assault,QUEEN ANNE,0,0
2020-219086,ASSAULT OFFENSES,Aggravated Assault,UNIVERSITY,-122.3173956,47.66568688
2020-219088,ASSAULT OFFENSES,Aggravated Assault,MADRONA/LESCHI,-122.2974491,47.5904721
2020-219262,ASSAULT OFFENSES,Simple Assault,ALKI,-122.4146241,47.57697854
2020-219262,ASSAULT OFFENSES,Aggravated Assault,ALKI,-122.4146241,47.57697854
2020-219290,ASSAULT OFFENSES,Aggravated Assault,ALKI,-122.4113063,47.57893272
2020-219310,ASSAULT OFFENSES,Aggravated Assault,FIRST HILL,0,0
2020-219343,ASSAULT OFFENSES,Aggravated Assault,PIONEER SQUARE,-122.3348537,47.60088454
2020-219367,ASSAULT OFFENSES,Aggravated Assault,SLU/CASCADE,-122.3312087,47.617225
2020-219370,ASSAULT OFFENSES,Intimidation,UNIVERSITY,-122.3173956,47.66568688
2020-219387,ASSAULT OFFENSES,Simple Assault,MOUNT BAKER,-122.2910103,47.57075994
2020-219414,ASSAULT OFFENSES,Simple Assault,BELLTOWN,-122.3501864,47.6161341
2020-219416,ASSAULT OFFENSES,Simple Assault,UNIVERSITY,-122.3207279,47.661319
2020-219433,ASSAULT OFFENSES,Aggravated Assault,SLU/CASCADE,-122.3489252,47.61857627
2020-219441,ASSAULT OFFENSES,Aggravated Assault,UNIVERSITY,-122.3207279,47.661319
2020-219455,ASSAULT OFFENSES,Simple Assault,SLU/CASCADE,-122.3402647,47.61554493
2020-219484,ASSAULT OFFENSES,Intimidation,FIRST HILL,-122.3246521,47.60460902
2020-219529,ASSAULT OFFENSES,Simple Assault,CLAREMONT/RAINIER VISTA,-122.2961282,47.57476789
2020-219548,ASSAULT OFFENSES,Aggravated Assault,RAINIER BEACH,-122.269986,47.52330727
2020-219567,ASSAULT OFFENSES,Aggravated Assault,DOWNTOWN COMMERCIAL,-122.3374414,47.60267489
2020-219588,ASSAULT OFFENSES,Simple Assault,CHINATOWN/INTERNATIONAL DISTRICT,-122.3247315,47.59835127
2020-219659,ASSAULT OFFENSES,Intimidation,WALLINGFORD,-122.326948,47.66572487
2020-219664,ASSAULT OFFENSES,Simple Assault,CAPITOL HILL,-122.3279038,47.61523842
2020-219693,ASSAULT OFFENSES,Simple Assault,ALASKA JUNCTION,-122.3800778,47.56166958
2020-219722,ASSAULT OFFENSES,Simple Assault,LAKECITY,-122.3016065,47.70358883
2020-219750,ASSAULT OFFENSES,Intimidation,ROOSEVELT/RAVENNA,0,0
2020-219761,ASSAULT OFFENSES,Intimidation,DOWNTOWN COMMERCIAL,-122.3310822,47.60241242
2020-219808,ASSAULT OFFENSES,Aggravated Assault,MADRONA/LESCHI,-122.3005106,47.59927753
2020-219815,ASSAULT OFFENSES,Intimidation,GEORGETOWN,-122.3208994,47.54503603
2020-219832,ASSAULT OFFENSES,Intimidation,NORTH ADMIRAL,-122.3730797,47.58182499
2020-219850,ASSAULT OFFENSES,Simple Assault,NEW HOLLY,-122.281736,47.53796309
2020-219895,ASSAULT OFFENSES,Intimidation,ALASKA JUNCTION,0,0
2020-219971,ASSAULT OFFENSES,Intimidation,DOWNTOWN COMMERCIAL,-122.3301677,47.60476953
2020-219978,ASSAULT OFFENSES,Aggravated Assault,MORGAN,-122.3872062,47.54567982
2020-219988,ASSAULT OFFENSES,Intimidation,PIONEER SQUARE,-122.3303424,47.59999132
2020-219988,ASSAULT OFFENSES,Aggravated Assault,PIONEER SQUARE,-122.3303424,47.59999132
2020-220009,ASSAULT OFFENSES,Simple Assault,SODO,-122.3290546,47.58293525
2020-220040,ASSAULT OFFENSES,Intimidation,HIGH POINT,-122.3712331,47.54829557
2020-220053,ASSAULT OFFENSES,Simple Assault,CENTRAL AREA/SQUIRE PARK,-122.2919571,47.62404073
2020-220074,ASSAULT OFFENSES,Intimidation,MADRONA/LESCHI,0,0
2020-220111,ASSAULT OFFENSES,Intimidation,GREENWOOD,-122.3512527,47.68693981
2020-220122,ASSAULT OFFENSES,Simple Assault,HIGH POINT,-122.3630487,47.54037688
2020-220130,ASSAULT OFFENSES,Intimidation,LAKECITY,-122.3078318,47.72303261
2020-220146,ASSAULT OFFENSES,Aggravated Assault,PIONEER SQUARE,-122.3348537,47.60088454
2020-220149,ASSAULT OFFENSES,Simple Assault,ROOSEVELT/RAVENNA,-122.3165106,47.67582213
2020-220154,ASSAULT OFFENSES,Intimidation,FIRST HILL,-122.3234439,47.60412808
2020-220158,ASSAULT OFFENSES,Intimidation,GREENWOOD,-122.3458645,47.69056669
2020-220176,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,-122.3377929,47.60974973
2020-220196,ASSAULT OFFENSES,Aggravated Assault,ROOSEVELT/RAVENNA,-122.3039236,47.68031972
2020-220202,ASSAULT OFFENSES,Simple Assault,SLU/CASCADE,-122.344328,47.61855857
2020-220228,ASSAULT OFFENSES,Aggravated Assault,BELLTOWN,-122.349214,47.61497245
2020-220234,ASSAULT OFFENSES,Simple Assault,MORGAN,-122.3872746,47.53940613
2020-220252,ASSAULT OFFENSES,Simple Assault,NEW HOLLY,-122.2819925,47.53153751
2020-220274,ASSAULT OFFENSES,Aggravated Assault,LAKECITY,-122.2990972,47.72020568
2020-220277,ASSAULT OFFENSES,Simple Assault,ALKI,-122.407524,47.58026969
2020-220301,ASSAULT OFFENSES,Simple Assault,FIRST HILL,-122.3273595,47.61343735
2020-220315,ASSAULT OFFENSES,Aggravated Assault,PIONEER SQUARE,-122.3311241,47.60171758
2020-220326,ASSAULT OFFENSES,Aggravated Assault,UNIVERSITY,-122.3119516,47.66398823
2020-220370,ASSAULT OFFENSES,Simple Assault,ROOSEVELT/RAVENNA,-122.3444858,47.68246233
2020-220380,ASSAULT OFFENSES,Simple Assault,NORTH BEACON HILL,-122.307178,47.56114443
2020-220384,ASSAULT OFFENSES,Simple Assault,QUEEN ANNE,-122.3449377,47.62758727
2020-220437,ASSAULT OFFENSES,Intimidation,CAPITOL HILL,-122.3156304,47.6205298
2020-220449,ASSAULT OFFENSES,Aggravated Assault,HIGH POINT,-122.3630487,47.54037688
2020-220628,ASSAULT OFFENSES,Intimidation,SANDPOINT,-122.2783943,47.66634909
2020-220692,ASSAULT OFFENSES,Simple Assault,CAPITOL HILL,-122.3126443,47.6219465
2020-220732,ASSAULT OFFENSES,Intimidation,SLU/CASCADE,0,0
2020-220741,ASSAULT OFFENSES,Intimidation,CHINATOWN/INTERNATIONAL DISTRICT,-122.3263588,47.59961241
2020-220745,ASSAULT OFFENSES,Intimidation,FAUNTLEROY SW,-122.3914536,47.52285813
2020-220800,ASSAULT OFFENSES,Simple Assault,BELLTOWN,-122.3497568,47.61646659
2020-220802,ASSAULT OFFENSES,Intimidation,MORGAN,-122.3871172,47.54939622
2020-220808,ASSAULT OFFENSES,Simple Assault,NORTHGATE,-122.3176079,47.69219027
2020-220843,ASSAULT OFFENSES,Simple Assault,NEW HOLLY,-122.2819925,47.53153751
2020-220907,ASSAULT OFFENSES,Simple Assault,SANDPOINT,-122.2794624,47.66795816
2020-220927,ASSAULT OFFENSES,Simple Assault,SLU/CASCADE,-122.347606,47.62032368
2020-221002,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,-122.3328115,47.60514239
2020-221006,ASSAULT OFFENSES,Aggravated Assault,FIRST HILL,-122.3234439,47.60412808
2020-221033,ASSAULT OFFENSES,Intimidation,NORTHGATE,-122.3176496,47.69992539
2020-221062,ASSAULT OFFENSES,Intimidation,SLU/CASCADE,-122.340683,47.61344689
2020-221065,ASSAULT OFFENSES,Simple Assault,BELLTOWN,-122.3458631,47.61299081
2020-221082,ASSAULT OFFENSES,Simple Assault,MOUNT BAKER,-122.2932206,47.5738406
2020-221086,ASSAULT OFFENSES,Intimidation,FREMONT,-122.3554669,47.65705067
2020-221103,ASSAULT OFFENSES,Intimidation,PHINNEY RIDGE,-122.3582337,47.66817676
2020-221134,ASSAULT OFFENSES,Simple Assault,NORTHGATE,-122.3380904,47.7123018
2020-221136,ASSAULT OFFENSES,Intimidation,MADRONA/LESCHI,-122.3022201,47.5950772
2020-221162,ASSAULT OFFENSES,Simple Assault,QUEEN ANNE,-122.3410074,47.62971166
2020-221163,ASSAULT OFFENSES,Intimidation,LAKEWOOD/SEWARD PARK,-122.258073,47.55061696
2020-221164,ASSAULT OFFENSES,Simple Assault,ROOSEVELT/RAVENNA,-122.3190221,47.67584346
2020-221176,ASSAULT OFFENSES,Intimidation,SANDPOINT,-122.2622281,47.67889074
2020-221220,ASSAULT OFFENSES,Intimidation,GENESEE,-122.2860877,47.56578835
2020-221221,ASSAULT OFFENSES,Intimidation,GENESEE,0,0
2020-221238,ASSAULT OFFENSES,Simple Assault,CLAREMONT/RAINIER VISTA,-122.2913553,47.56537677
2020-221251,ASSAULT OFFENSES,Intimidation,CENTRAL AREA/SQUIRE PARK,-122.3027104,47.61294141
2020-221303,ASSAULT OFFENSES,Intimidation,FIRST HILL,-122.3194067,47.60289604
2020-221341,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,-122.3338877,47.60715815
2020-221408,ASSAULT OFFENSES,Simple Assault,RAINIER BEACH,-122.2644964,47.52240866
2020-221504,ASSAULT OFFENSES,Aggravated Assault,FIRST HILL,-122.3264356,47.61245118
2020-221603,ASSAULT OFFENSES,Aggravated Assault,HILLMAN CITY,-122.2774605,47.55080274
2020-221634,ASSAULT OFFENSES,Aggravated Assault,CLAREMONT/RAINIER VISTA,-122.2961282,47.57476789
2020-221645,ASSAULT OFFENSES,Intimidation,MORGAN,-122.3816201,47.55292836
2020-221716,ASSAULT OFFENSES,Aggravated Assault,CHINATOWN/INTERNATIONAL DISTRICT,-122.3184358,47.59834276
2020-221718,ASSAULT OFFENSES,Simple Assault,UNKNOWN,-122.3332113,47.60201606
2020-221762,ASSAULT OFFENSES,Simple Assault,CHINATOWN/INTERNATIONAL DISTRICT,-122.3276806,47.59665538
2020-221779,ASSAULT OFFENSES,Intimidation,FREMONT,-122.3561757,47.65124499
2020-221784,ASSAULT OFFENSES,Simple Assault,QUEEN ANNE,-122.3481336,47.62029155
2020-221797,ASSAULT OFFENSES,Simple Assault,QUEEN ANNE,-122.3481336,47.62029155
2020-221802,ASSAULT OFFENSES,Intimidation,ROXHILL/WESTWOOD/ARBOR HEIGHTS,-122.3805814,47.51468393
2020-221826,ASSAULT OFFENSES,Aggravated Assault,NORTHGATE,-122.3140709,47.73213862
2020-221851,ASSAULT OFFENSES,Intimidation,DOWNTOWN COMMERCIAL,-122.331964,47.60253739
2020-221854,ASSAULT OFFENSES,Simple Assault,CENTRAL AREA/SQUIRE PARK,-122.3037184,47.60851615
2020-221859,ASSAULT OFFENSES,Intimidation,BITTERLAKE,-122.3555121,47.71325168
2020-221867,ASSAULT OFFENSES,Aggravated Assault,FIRST HILL,-122.3240969,47.60484128
2020-221922,ASSAULT OFFENSES,Intimidation,LAKECITY,-122.2886373,47.72470783
2020-221938,ASSAULT OFFENSES,Simple Assault,JUDKINS PARK/NORTH BEACON HILL,-122.3054776,47.59925977
2020-221962,ASSAULT OFFENSES,Aggravated Assault,BALLARD SOUTH,-122.3697084,47.67235361
2020-222038,ASSAULT OFFENSES,Intimidation,BALLARD SOUTH,0,0
2020-222068,ASSAULT OFFENSES,Intimidation,CAPITOL HILL,-122.3278538,47.61903867
2020-222079,ASSAULT OFFENSES,Simple Assault,SLU/CASCADE,-122.347606,47.62032368
2020-222109,ASSAULT OFFENSES,Simple Assault,SLU/CASCADE,-122.331849,47.62796758
2020-222159,ASSAULT OFFENSES,Aggravated Assault,MADRONA/LESCHI,-122.3011272,47.60014467
2020-222204,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,-122.3322566,47.60537425
2020-222217,ASSAULT OFFENSES,Aggravated Assault,BITTERLAKE,-122.3477718,47.73167696
2020-222227,ASSAULT OFFENSES,Simple Assault,CAPITOL HILL,-122.312719,47.6199673
2020-222248,ASSAULT OFFENSES,Simple Assault,CLAREMONT/RAINIER VISTA,-122.2961282,47.57476789
2020-222257,ASSAULT OFFENSES,Aggravated Assault,NORTH BEACON HILL,0,0
2020-222268,ASSAULT OFFENSES,Simple Assault,SOUTH BEACON HILL,-122.2964736,47.53896391
2020-222290,ASSAULT OFFENSES,Simple Assault,BITTERLAKE,-122.3479331,47.72503884
2020-222352,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,-122.3310822,47.60241242
2020-222411,ASSAULT OFFENSES,Aggravated Assault,CENTRAL AREA/SQUIRE PARK,-122.3088506,47.61468701
2020-222436,ASSAULT OFFENSES,Simple Assault,FIRST HILL,-122.3273595,47.61343735
2020-222509,ASSAULT OFFENSES,Aggravated Assault,SOUTH DELRIDGE,-122.3578059,47.521948
2020-222550,ASSAULT OFFENSES,Simple Assault,FREMONT,0,0
2020-222612,ASSAULT OFFENSES,Simple Assault,HIGH POINT,-122.3710252,47.54765734
2020-222656,ASSAULT OFFENSES,Intimidation,FIRST HILL,-122.3166905,47.60418903
2020-222661,ASSAULT OFFENSES,Simple Assault,FIRST HILL,-122.3167791,47.61097885
2020-222678,ASSAULT OFFENSES,Aggravated Assault,CAPITOL HILL,-122.3221964,47.61931579
2020-222706,ASSAULT OFFENSES,Simple Assault,CAPITOL HILL,-122.3283091,47.61508133
2020-222714,ASSAULT OFFENSES,Simple Assault,QUEEN ANNE,-122.3580199,47.62393445
2020-222716,ASSAULT OFFENSES,Simple Assault,PIONEER SQUARE,-122.3311241,47.60171758
2020-222735,ASSAULT OFFENSES,Simple Assault,CAPITOL HILL,-122.3162014,47.6152684
2020-222740,ASSAULT OFFENSES,Simple Assault,CAPITOL HILL,-122.3162014,47.6152684
2020-222744,ASSAULT OFFENSES,Aggravated Assault,UNKNOWN,-122.3181594,47.61525439
2020-222760,ASSAULT OFFENSES,Aggravated Assault,DOWNTOWN COMMERCIAL,0,0
2020-222764,ASSAULT OFFENSES,Aggravated Assault,SLU/CASCADE,-122.3301747,47.6156818
2020-222768,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,-122.3400134,47.60882096
2020-222782,ASSAULT OFFENSES,Simple Assault,QUEEN ANNE,-122.3659666,47.65198291
2020-222782,ASSAULT OFFENSES,Aggravated Assault,QUEEN ANNE,-122.3659666,47.65198291
2020-222792,ASSAULT OFFENSES,Simple Assault,CAPITOL HILL,-122.3221488,47.61639417
2020-222812,ASSAULT OFFENSES,Simple Assault,UNIVERSITY,-122.313149,47.66053224
2020-222816,ASSAULT OFFENSES,Aggravated Assault,CAPITOL HILL,-122.3207987,47.61523531
2020-222820,ASSAULT OFFENSES,Simple Assault,ROOSEVELT/RAVENNA,-122.3259634,47.68050646
2020-222834,ASSAULT OFFENSES,Simple Assault,CAPITOL HILL,-122.321315,47.62597678
2020-222881,ASSAULT OFFENSES,Simple Assault,CAPITOL HILL,-122.3181689,47.6158384
2020-222890,ASSAULT OFFENSES,Aggravated Assault,CAPITOL HILL,-122.3234461,47.61755441
2020-222915,ASSAULT OFFENSES,Simple Assault,SLU/CASCADE,-122.347572,47.61751932
2020-222940,ASSAULT OFFENSES,Simple Assault,NORTHGATE,-122.329607,47.72317107
2020-222943,ASSAULT OFFENSES,Simple Assault,NORTH DELRIDGE,-122.3543066,47.54472579
2020-222946,ASSAULT OFFENSES,Aggravated Assault,DOWNTOWN COMMERCIAL,-122.3292668,47.61468893
2020-222957,ASSAULT OFFENSES,Aggravated Assault,CAPITOL HILL,-122.3188125,47.61524977
2020-222974,ASSAULT OFFENSES,Simple Assault,BELLTOWN,-122.3447833,47.61293883
